y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,34,31,33,31,32,31,31,31,30,31,29,31,28,31,27,31,26,31,26,32,25,32,24,32,23,32,23,33,22,33,21,33,20,33,19,33,18,33,17,33,16,33,15,33,15,34,14,34,13,34,13,33,12,33,11,33,10,33,9,33,8,33,7,33,6,33,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,13,28,12,28,11,28,10,28,10,29,10,30,9,30,8,30,7,30,6,30,6,31,5,31,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,38,30,37,30,36,30,35,30,34,30,34,31,33,31,32,31,32,32,32,33,32,34,32,35,31,35,30,35,29,35,28,35,27,35,26,35,25,35,24,35,24,34,24,33,24,32,23,32,22,32,21,32,20,32,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,29,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,14,29,13,29,12,29,12,28,11,28,10,28,10,29,10,30,10,31,9,31,8,31,7,31,6,31,5,31,4,31,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,36,31,35,31,34,31,33,31,32,31,31,31,30,31,29,31,28,31,27,31,27,32,27,33,27,32,26,32,25,32,24,32,23,32,22,32,21,32,20,32,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,38,30,38,29,37,29,36,29,35,29,35,28,34,28,33,28,32,28,32,27,31,27,31,28,30,28,29,28,28,28,27,28,26,28,26,29,25,29,24,29,23,29,23,30,22,30,21,30,20,30,20,31,19,31,18,31,17,31,16,31,15,31,14,31,13,31,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,11,30,10,30,9,30,8,30,7,30,7,31,6,31,5,31,4,31,3,31,3,32,2,32,1,32,0,32
39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,27,31,26,31,25,31,24,31,24,32,24,33,23,33,22,33,21,33,21,34,20,34,19,34,18,34,17,34,17,35,16,35,15,35,14,35,13,35,12,35,11,35,10,35,10,34,9,34,8,34,7,34,6,34,6,33,5,33,4,33,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,29,30,29,29,29,28,29,27,29,26,29,25,29,24,29,24,28,24,29,23,29,23,30,23,31,22,31,21,31,20,31,19,31,18,31,17,31,16,31,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,31,31,31,30,31,29,31,28,31,27,31,26,31,25,31,24,31,23,31,23,32,22,32,21,32,20,32,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,33,29,32,29,31,29,30,29,29,29,29,28,28,28,27,28,27,29,26,29,25,29,25,30,25,31,24,31,23,31,22,31,21,31,20,31,19,31,18,31,17,31,16,31,15,31,14,31,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,15,30,14,30,13,30,12,30,11,30,10,30,9,30,9,31,8,31,7,31,6,31,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,32,31,32,32,31,32,30,32,29,32,28,32,27,32,26,32,25,32,24,32,24,33,24,34,23,34,22,34,21,34,20,34,20,33,19,33,18,33,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,27,29,26,29,25,29,24,29,23,29,22,29,21,29,20,29,19,29,18,29,17,29,16,29,15,29,15,28,14,28,13,28,12,28,11,28,11,29,10,29,9,29,8,29,7,29,7,30,6,30,5,30,4,30,3,30,2,30,2,31,1,31,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,23,31,22,31,21,31,20,31,19,31,18,31,17,31,16,31,15,31,14,31,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,31,31,30,31,29,31,28,31,27,31,26,31,25,31,24,31,23,31,23,32,22,32,21,32,20,32,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,29,30,28,30,27,30,26,30,25,30,24,30,23,30,22,30,21,30,20,30,19,30,18,30,17,30,16,30,16,31,15,31,14,31,13,31,12,31,11,31,10,31,9,31,8,31,7,31,6,31,5,31,4,31,3,31,2,31,1,31,1,32,0,32
39,30,39,30,39,30,39,30,39,30,39,30,38,30,37,30,36,30,35,30,34,30,33,30,32,30,31,30,30,30,30,29,29,29,28,29,27,29,27,30,26,30,25,30,24,30,24,31,23,31,22,31,21,31,20,31,20,32,19,32,18,32,17,32,16,32,15,32,14,32,13,32,12,32,11,32,10,32,9,32,8,32,7,32,6,32,5,32,4,32,3,32,2,32,1,32,0,32
39,30,39,30,38,30,37,30,36,30,35,30,35,29,35,28,34,28,33,28,32,28,31,28,30,28,29,28,28,28,27,28,27,27,26,27,25,27,24,27,23,27,22,27,21,27,20,27,19,27,18,27,17,27,17,28,16,28,15,28,15,29,15,30,14,30,14,31,13,31,12,31,11,31,10,31,9,31,8,31,7,31,6,31,5,31,4,31,3,31,3,32,2,32,1,32,0,32
