deviation_factor,midpoint
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(9, 11)"
1.0,"(9, 12)"
1.0,"(9, 13)"
1.0,"(9, 14)"
1.0,"(9, 15)"
1.0,"(9, 16)"
1.0,"(9, 17)"
1.0,"(9, 18)"
1.0,"(9, 19)"
1.0,"(9, 20)"
1.0,"(9, 21)"
1.0,"(9, 22)"
1.0,"(9, 23)"
1.0,"(9, 24)"
1.0,"(9, 25)"
1.0,"(9, 26)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(10, 11)"
1.0,"(10, 12)"
1.0,"(10, 13)"
1.0,"(10, 14)"
1.0,"(10, 15)"
1.0,"(10, 16)"
1.0,"(10, 17)"
1.0,"(10, 18)"
1.0,"(10, 19)"
1.0,"(10, 20)"
1.0,"(10, 21)"
1.0,"(10, 22)"
1.0,"(10, 23)"
1.0,"(10, 24)"
1.0,"(10, 25)"
1.0,"(10, 26)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(11, 11)"
1.0,"(11, 12)"
1.0,"(11, 13)"
1.0,"(11, 14)"
1.0,"(11, 15)"
1.0,"(11, 16)"
1.0,"(11, 17)"
1.0,"(11, 18)"
1.0,"(11, 19)"
1.0,"(11, 20)"
1.0,"(11, 21)"
1.0,"(11, 22)"
1.0,"(11, 23)"
1.0,"(11, 24)"
1.0,"(11, 25)"
1.0,"(11, 26)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(12, 11)"
1.0,"(12, 12)"
1.0,"(12, 13)"
1.0,"(12, 14)"
1.0,"(12, 15)"
1.0,"(12, 16)"
1.0,"(12, 17)"
1.0,"(12, 18)"
1.0,"(12, 19)"
1.0,"(12, 20)"
1.0,"(12, 21)"
1.0,"(12, 22)"
1.0,"(12, 23)"
1.0,"(12, 24)"
1.0,"(12, 25)"
1.0,"(12, 26)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(13, 11)"
1.0,"(13, 12)"
1.0,"(13, 13)"
1.0,"(13, 14)"
1.0,"(13, 15)"
1.0,"(13, 16)"
1.0,"(13, 17)"
1.0,"(13, 18)"
1.0,"(13, 19)"
1.0,"(13, 20)"
1.0,"(13, 21)"
1.0,"(13, 22)"
1.0,"(13, 23)"
1.0,"(13, 24)"
1.0,"(13, 25)"
1.0,"(13, 26)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(14, 11)"
1.0,"(14, 12)"
1.0,"(14, 13)"
1.0,"(14, 14)"
1.0,"(14, 15)"
1.0,"(14, 16)"
1.0,"(14, 17)"
1.0,"(14, 18)"
1.0,"(14, 19)"
1.0,"(14, 20)"
1.0,"(14, 21)"
1.0,"(14, 22)"
1.0,"(14, 23)"
1.0,"(14, 24)"
1.0,"(14, 25)"
1.0,"(14, 26)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(15, 10)"
1.0,"(15, 11)"
1.0,"(15, 12)"
1.0,"(15, 13)"
1.0,"(15, 14)"
1.0,"(15, 15)"
1.0,"(15, 16)"
1.0,"(15, 17)"
1.0,"(15, 18)"
1.0,"(15, 19)"
