deviation_factor,midpoint
1.0,"(9, 2)"
1.0,"(9, 3)"
1.0,"(9, 4)"
1.0,"(9, 5)"
1.0,"(9, 6)"
1.0,"(9, 7)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(9, 10)"
1.0,"(9, 11)"
1.0,"(9, 12)"
1.0,"(9, 13)"
1.0,"(9, 14)"
1.0,"(9, 15)"
1.0,"(9, 16)"
1.0,"(9, 17)"
1.0,"(9, 18)"
1.0,"(9, 19)"
1.0,"(9, 20)"
1.0,"(9, 21)"
1.0,"(9, 22)"
1.0,"(9, 23)"
1.0,"(9, 24)"
1.0,"(9, 25)"
1.0,"(9, 26)"
1.0,"(10, 2)"
1.0,"(10, 3)"
1.0,"(10, 4)"
1.0,"(10, 5)"
1.0,"(10, 6)"
1.0,"(10, 7)"
1.0,"(10, 8)"
1.0,"(10, 9)"
1.0,"(10, 10)"
1.0,"(10, 11)"
1.0,"(10, 12)"
1.0,"(10, 13)"
1.0,"(10, 14)"
1.0,"(10, 15)"
1.0,"(10, 16)"
1.0,"(10, 17)"
1.0,"(10, 18)"
1.0,"(10, 19)"
1.0,"(10, 20)"
1.0,"(10, 21)"
1.0,"(10, 22)"
1.0,"(10, 23)"
1.0,"(10, 24)"
1.0,"(10, 25)"
1.0,"(10, 26)"
1.0,"(11, 2)"
1.0,"(11, 3)"
1.0,"(11, 4)"
1.0,"(11, 5)"
1.0,"(11, 6)"
1.0,"(11, 7)"
1.0,"(11, 8)"
1.0,"(11, 9)"
1.0,"(11, 10)"
1.0,"(11, 11)"
1.0,"(11, 12)"
1.0,"(11, 13)"
1.0,"(11, 14)"
1.0,"(11, 15)"
1.0,"(11, 16)"
1.0,"(11, 17)"
1.0,"(11, 18)"
1.0,"(11, 19)"
1.0,"(11, 20)"
1.0,"(11, 21)"
1.0,"(11, 22)"
1.0,"(11, 23)"
1.0,"(11, 24)"
1.0,"(11, 25)"
1.0,"(11, 26)"
1.0,"(12, 2)"
1.0,"(12, 3)"
1.0,"(12, 4)"
1.0,"(12, 5)"
1.0,"(12, 6)"
1.0,"(12, 7)"
1.0,"(12, 8)"
1.0,"(12, 9)"
1.0,"(12, 10)"
1.0,"(12, 11)"
1.0,"(12, 12)"
1.0,"(12, 13)"
1.0,"(12, 14)"
1.0,"(12, 15)"
1.0,"(12, 16)"
1.0,"(12, 17)"
1.0,"(12, 18)"
1.0,"(12, 19)"
1.0,"(12, 20)"
1.0,"(12, 21)"
1.0,"(12, 22)"
1.0,"(12, 23)"
1.0,"(12, 24)"
1.0,"(12, 25)"
1.0,"(12, 26)"
1.0,"(13, 2)"
1.0,"(13, 3)"
1.0,"(13, 4)"
1.0,"(13, 5)"
1.0,"(13, 6)"
1.0,"(13, 7)"
1.0,"(13, 8)"
1.0,"(13, 9)"
1.0,"(13, 10)"
1.0,"(13, 11)"
1.0,"(13, 12)"
1.0,"(13, 13)"
1.0,"(13, 14)"
1.0,"(13, 15)"
1.0,"(13, 16)"
1.0,"(13, 17)"
1.0,"(13, 18)"
1.0,"(13, 19)"
1.0,"(13, 20)"
1.0,"(13, 21)"
1.0,"(13, 22)"
1.0,"(13, 23)"
1.0,"(13, 24)"
1.0,"(13, 25)"
1.0,"(13, 26)"
1.0,"(14, 2)"
1.0,"(14, 3)"
1.0,"(14, 4)"
1.0,"(14, 5)"
1.0,"(14, 6)"
1.0,"(14, 7)"
1.0,"(14, 8)"
1.0,"(14, 9)"
1.0,"(14, 10)"
1.0,"(14, 11)"
1.0,"(14, 12)"
